reference_date,principal_offence_id,principal_offence_anzsoc_2011_id,jurisdiction_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_principal_offence_anzsoc_2011,raw_jurisdiction
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,Tasmania
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,Western Australia
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,New South Wales
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,Northern Territory
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,Queensland
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,South Australia
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,Tasmania
2025-06-30,07_THEFT_2ddf8175,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C14,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,13 Public order offences,Western Australia
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,New South Wales
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,Northern Territory
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,Queensland
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,South Australia
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,Tasmania
2025-06-30,07_THEFT_2ddf8175,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C15,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,14 Traffic and vehicle regulatory offences,Western Australia
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,New South Wales
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,Northern Territory
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,Queensland
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,South Australia
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,Tasmania
2025-06-30,07_THEFT_2ddf8175,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C16,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,15 Offences against justice,Western Australia
2025-06-30,07_THEFT_2ddf8175,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C17,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,16 Miscellaneous offences,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C17,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,16 Miscellaneous offences,New South Wales
2025-06-30,07_THEFT_2ddf8175,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C17,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,16 Miscellaneous offences,Northern Territory
2025-06-30,07_THEFT_2ddf8175,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C17,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,16 Miscellaneous offences,Queensland
